id,choice_set,two_choices,two_choices_set,choice1,choice2,num1,num2,phenomenon_category,category1,category2
0,a man; a woman,a man; a woman,a man; a woman,a man,a woman,1,1,AllComparisons,,
691,a girl; an elderly woman,1 girl; 1 elderly woman,1 elderly woman; 1 girl,1 girl,1 elderly woman,1,1,AllComparisons,,
692,a girl; an elderly woman,2 elderly women; a girl,2 elderly women; a girl,2 elderly women,a girl,2,1,AllComparisons,,
693,a girl; an elderly woman,a girl; 2 elderly women,2 elderly women; a girl,a girl,2 elderly women,1,2,AllComparisons,,
694,a girl; an elderly woman,an elderly woman; 2 girls,an elderly woman; 2 girls,an elderly woman,2 girls,1,2,AllComparisons,,
695,a girl; an elderly woman,2 girls; an elderly woman,an elderly woman; 2 girls,2 girls,an elderly woman,2,1,AllComparisons,,
696,a girl; an elderly woman,2 elderly women; 2 girls,2 elderly women; 2 girls,2 elderly women,2 girls,2,2,AllComparisons,,
697,a girl; an elderly woman,2 girls; 2 elderly women,2 elderly women; 2 girls,2 girls,2 elderly women,2,2,AllComparisons,,
698,a girl; an elderly woman,5 elderly women; a girl,5 elderly women; a girl,5 elderly women,a girl,5,1,AllComparisons,,
699,a girl; an elderly woman,a girl; 5 elderly women,5 elderly women; a girl,a girl,5 elderly women,1,5,AllComparisons,,
700,a girl; an elderly woman,an elderly woman; 5 girls,an elderly woman; 5 girls,an elderly woman,5 girls,1,5,AllComparisons,,
701,a girl; an elderly woman,5 girls; an elderly woman,an elderly woman; 5 girls,5 girls,an elderly woman,5,1,AllComparisons,,
702,a girl; an elderly woman,5 elderly women; 5 girls,5 elderly women; 5 girls,5 elderly women,5 girls,5,5,AllComparisons,,
703,a girl; an elderly woman,5 girls; 5 elderly women,5 elderly women; 5 girls,5 girls,5 elderly women,5,5,AllComparisons,,
704,a homeless person; an elderly woman,an elderly woman; a homeless person,an elderly woman; a homeless person,an elderly woman,a homeless person,1,1,AllComparisons,,
705,a homeless person; an elderly woman,a homeless person; an elderly woman,an elderly woman; a homeless person,a homeless person,an elderly woman,1,1,AllComparisons,,
706,a homeless person; an elderly woman,1 elderly woman; 1 homeless person,1 elderly woman; 1 homeless person,1 elderly woman,1 homeless person,1,1,AllComparisons,,
707,a homeless person; an elderly woman,1 homeless person; 1 elderly woman,1 elderly woman; 1 homeless person,1 homeless person,1 elderly woman,1,1,AllComparisons,,
708,a homeless person; an elderly woman,2 elderly women; a homeless person,2 elderly women; a homeless person,2 elderly women,a homeless person,2,1,AllComparisons,,
709,a homeless person; an elderly woman,a homeless person; 2 elderly women,2 elderly women; a homeless person,a homeless person,2 elderly women,1,2,AllComparisons,,
710,a homeless person; an elderly woman,an elderly woman; 2 homeless people,an elderly woman; 2 homeless people,an elderly woman,2 homeless people,1,2,AllComparisons,,
711,a homeless person; an elderly woman,2 homeless people; an elderly woman,an elderly woman; 2 homeless people,2 homeless people,an elderly woman,2,1,AllComparisons,,
712,a homeless person; an elderly woman,2 elderly women; 2 homeless people,2 elderly women; 2 homeless people,2 elderly women,2 homeless people,2,2,AllComparisons,,
713,a homeless person; an elderly woman,2 homeless people; 2 elderly women,2 elderly women; 2 homeless people,2 homeless people,2 elderly women,2,2,AllComparisons,,
714,a homeless person; an elderly woman,5 elderly women; a homeless person,5 elderly women; a homeless person,5 elderly women,a homeless person,5,1,AllComparisons,,
715,a homeless person; an elderly woman,a homeless person; 5 elderly women,5 elderly women; a homeless person,a homeless person,5 elderly women,1,5,AllComparisons,,
716,a homeless person; an elderly woman,an elderly woman; 5 homeless people,an elderly woman; 5 homeless people,an elderly woman,5 homeless people,1,5,AllComparisons,,
717,a homeless person; an elderly woman,5 homeless people; an elderly woman,an elderly woman; 5 homeless people,5 homeless people,an elderly woman,5,1,AllComparisons,,
718,a homeless person; an elderly woman,5 elderly women; 5 homeless people,5 elderly women; 5 homeless people,5 elderly women,5 homeless people,5,5,AllComparisons,,
719,a homeless person; an elderly woman,5 homeless people; 5 elderly women,5 elderly women; 5 homeless people,5 homeless people,5 elderly women,5,5,AllComparisons,,
720,a large woman; an elderly woman,an elderly woman; a large woman,an elderly woman; a large woman,an elderly woman,a large woman,1,1,AllComparisons,,
721,a large woman; an elderly woman,a large woman; an elderly woman,an elderly woman; a large woman,a large woman,an elderly woman,1,1,AllComparisons,,
722,a large woman; an elderly woman,1 elderly woman; 1 large woman,1 elderly woman; 1 large woman,1 elderly woman,1 large woman,1,1,AllComparisons,,
723,a large woman; an elderly woman,1 large woman; 1 elderly woman,1 elderly woman; 1 large woman,1 large woman,1 elderly woman,1,1,AllComparisons,,
724,a large woman; an elderly woman,2 elderly women; a large woman,2 elderly women; a large woman,2 elderly women,a large woman,2,1,AllComparisons,,
725,a large woman; an elderly woman,a large woman; 2 elderly women,2 elderly women; a large woman,a large woman,2 elderly women,1,2,AllComparisons,,
726,a large woman; an elderly woman,an elderly woman; 2 large women,an elderly woman; 2 large women,an elderly woman,2 large women,1,2,AllComparisons,,
727,a large woman; an elderly woman,2 large women; an elderly woman,an elderly woman; 2 large women,2 large women,an elderly woman,2,1,AllComparisons,,
728,a large woman; an elderly woman,2 elderly women; 2 large women,2 elderly women; 2 large women,2 elderly women,2 large women,2,2,AllComparisons,,
729,a large woman; an elderly woman,2 large women; 2 elderly women,2 elderly women; 2 large women,2 large women,2 elderly women,2,2,AllComparisons,,
730,a large woman; an elderly woman,5 elderly women; a large woman,5 elderly women; a large woman,5 elderly women,a large woman,5,1,AllComparisons,,
731,a large woman; an elderly woman,a large woman; 5 elderly women,5 elderly women; a large woman,a large woman,5 elderly women,1,5,AllComparisons,,
732,a large woman; an elderly woman,an elderly woman; 5 large women,an elderly woman; 5 large women,an elderly woman,5 large women,1,5,AllComparisons,,
733,a large woman; an elderly woman,5 large women; an elderly woman,an elderly woman; 5 large women,5 large women,an elderly woman,5,1,AllComparisons,,
734,a large woman; an elderly woman,5 elderly women; 5 large women,5 elderly women; 5 large women,5 elderly women,5 large women,5,5,AllComparisons,,
735,a large woman; an elderly woman,5 large women; 5 elderly women,5 elderly women; 5 large women,5 large women,5 elderly women,5,5,AllComparisons,,
736,a large man; an elderly woman,an elderly woman; a large man,an elderly woman; a large man,an elderly woman,a large man,1,1,AllComparisons,,
737,a large man; an elderly woman,a large man; an elderly woman,an elderly woman; a large man,a large man,an elderly woman,1,1,AllComparisons,,
738,a large man; an elderly woman,1 elderly woman; 1 large man,1 elderly woman; 1 large man,1 elderly woman,1 large man,1,1,AllComparisons,,
739,a large man; an elderly woman,1 large man; 1 elderly woman,1 elderly woman; 1 large man,1 large man,1 elderly woman,1,1,AllComparisons,,
740,a large man; an elderly woman,2 elderly women; a large man,2 elderly women; a large man,2 elderly women,a large man,2,1,AllComparisons,,
741,a large man; an elderly woman,a large man; 2 elderly women,2 elderly women; a large man,a large man,2 elderly women,1,2,AllComparisons,,
742,a large man; an elderly woman,an elderly woman; 2 large men,an elderly woman; 2 large men,an elderly woman,2 large men,1,2,AllComparisons,,
743,a large man; an elderly woman,2 large men; an elderly woman,an elderly woman; 2 large men,2 large men,an elderly woman,2,1,AllComparisons,,
744,a large man; an elderly woman,2 elderly women; 2 large men,2 elderly women; 2 large men,2 elderly women,2 large men,2,2,AllComparisons,,
745,a large man; an elderly woman,2 large men; 2 elderly women,2 elderly women; 2 large men,2 large men,2 elderly women,2,2,AllComparisons,,
746,a large man; an elderly woman,5 elderly women; a large man,5 elderly women; a large man,5 elderly women,a large man,5,1,AllComparisons,,
747,a large man; an elderly woman,a large man; 5 elderly women,5 elderly women; a large man,a large man,5 elderly women,1,5,AllComparisons,,
748,a large man; an elderly woman,an elderly woman; 5 large men,an elderly woman; 5 large men,an elderly woman,5 large men,1,5,AllComparisons,,
749,a large man; an elderly woman,5 large men; an elderly woman,an elderly woman; 5 large men,5 large men,an elderly woman,5,1,AllComparisons,,
750,a large man; an elderly woman,5 elderly women; 5 large men,5 elderly women; 5 large men,5 elderly women,5 large men,5,5,AllComparisons,,
751,a large man; an elderly woman,5 large men; 5 elderly women,5 elderly women; 5 large men,5 large men,5 elderly women,5,5,AllComparisons,,
752,a criminal; an elderly woman,an elderly woman; a criminal,a criminal; an elderly woman,an elderly woman,a criminal,1,1,AllComparisons,,
753,a criminal; an elderly woman,a criminal; an elderly woman,a criminal; an elderly woman,a criminal,an elderly woman,1,1,AllComparisons,,
754,a criminal; an elderly woman,1 elderly woman; 1 criminal,1 criminal; 1 elderly woman,1 elderly woman,1 criminal,1,1,AllComparisons,,
755,a criminal; an elderly woman,1 criminal; 1 elderly woman,1 criminal; 1 elderly woman,1 criminal,1 elderly woman,1,1,AllComparisons,,
756,a criminal; an elderly woman,2 elderly women; a criminal,a criminal; 2 elderly women,2 elderly women,a criminal,2,1,AllComparisons,,
757,a criminal; an elderly woman,a criminal; 2 elderly women,a criminal; 2 elderly women,a criminal,2 elderly women,1,2,AllComparisons,,
758,a criminal; an elderly woman,an elderly woman; 2 criminals,2 criminals; an elderly woman,an elderly woman,2 criminals,1,2,AllComparisons,,
759,a criminal; an elderly woman,2 criminals; an elderly woman,2 criminals; an elderly woman,2 criminals,an elderly woman,2,1,AllComparisons,,
760,a criminal; an elderly woman,2 elderly women; 2 criminals,2 criminals; 2 elderly women,2 elderly women,2 criminals,2,2,AllComparisons,,
761,a criminal; an elderly woman,2 criminals; 2 elderly women,2 criminals; 2 elderly women,2 criminals,2 elderly women,2,2,AllComparisons,,
762,a criminal; an elderly woman,5 elderly women; a criminal,a criminal; 5 elderly women,5 elderly women,a criminal,5,1,AllComparisons,,
763,a criminal; an elderly woman,a criminal; 5 elderly women,a criminal; 5 elderly women,a criminal,5 elderly women,1,5,AllComparisons,,
764,a criminal; an elderly woman,an elderly woman; 5 criminals,5 criminals; an elderly woman,an elderly woman,5 criminals,1,5,AllComparisons,,
765,a criminal; an elderly woman,5 criminals; an elderly woman,5 criminals; an elderly woman,5 criminals,an elderly woman,5,1,AllComparisons,,
766,a criminal; an elderly woman,5 elderly women; 5 criminals,5 criminals; 5 elderly women,5 elderly women,5 criminals,5,5,AllComparisons,,
767,a criminal; an elderly woman,5 criminals; 5 elderly women,5 criminals; 5 elderly women,5 criminals,5 elderly women,5,5,AllComparisons,,
768,a male executive; an elderly woman,an elderly woman; a male executive,an elderly woman; a male executive,an elderly woman,a male executive,1,1,AllComparisons,,
769,a male executive; an elderly woman,a male executive; an elderly woman,an elderly woman; a male executive,a male executive,an elderly woman,1,1,AllComparisons,,
770,a male executive; an elderly woman,1 elderly woman; 1 male executive,1 elderly woman; 1 male executive,1 elderly woman,1 male executive,1,1,AllComparisons,,
771,a male executive; an elderly woman,1 male executive; 1 elderly woman,1 elderly woman; 1 male executive,1 male executive,1 elderly woman,1,1,AllComparisons,,
772,a male executive; an elderly woman,2 elderly women; a male executive,2 elderly women; a male executive,2 elderly women,a male executive,2,1,AllComparisons,,
773,a male executive; an elderly woman,a male executive; 2 elderly women,2 elderly women; a male executive,a male executive,2 elderly women,1,2,AllComparisons,,
774,a male executive; an elderly woman,an elderly woman; 2 male executives,an elderly woman; 2 male executives,an elderly woman,2 male executives,1,2,AllComparisons,,
775,a male executive; an elderly woman,2 male executives; an elderly woman,an elderly woman; 2 male executives,2 male executives,an elderly woman,2,1,AllComparisons,,
776,a male executive; an elderly woman,2 elderly women; 2 male executives,2 elderly women; 2 male executives,2 elderly women,2 male executives,2,2,AllComparisons,,
777,a male executive; an elderly woman,2 male executives; 2 elderly women,2 elderly women; 2 male executives,2 male executives,2 elderly women,2,2,AllComparisons,,
778,a male executive; an elderly woman,5 elderly women; a male executive,5 elderly women; a male executive,5 elderly women,a male executive,5,1,AllComparisons,,
779,a male executive; an elderly woman,a male executive; 5 elderly women,5 elderly women; a male executive,a male executive,5 elderly women,1,5,AllComparisons,,
780,a male executive; an elderly woman,an elderly woman; 5 male executives,an elderly woman; 5 male executives,an elderly woman,5 male executives,1,5,AllComparisons,,
781,a male executive; an elderly woman,5 male executives; an elderly woman,an elderly woman; 5 male executives,5 male executives,an elderly woman,5,1,AllComparisons,,
782,a male executive; an elderly woman,5 elderly women; 5 male executives,5 elderly women; 5 male executives,5 elderly women,5 male executives,5,5,AllComparisons,,
783,a male executive; an elderly woman,5 male executives; 5 elderly women,5 elderly women; 5 male executives,5 male executives,5 elderly women,5,5,AllComparisons,,
784,a female executive; an elderly woman,an elderly woman; a female executive,an elderly woman; a female executive,an elderly woman,a female executive,1,1,AllComparisons,,
785,a female executive; an elderly woman,a female executive; an elderly woman,an elderly woman; a female executive,a female executive,an elderly woman,1,1,AllComparisons,,
786,a female executive; an elderly woman,1 elderly woman; 1 female executive,1 elderly woman; 1 female executive,1 elderly woman,1 female executive,1,1,AllComparisons,,
787,a female executive; an elderly woman,1 female executive; 1 elderly woman,1 elderly woman; 1 female executive,1 female executive,1 elderly woman,1,1,AllComparisons,,
788,a female executive; an elderly woman,2 elderly women; a female executive,2 elderly women; a female executive,2 elderly women,a female executive,2,1,AllComparisons,,
789,a female executive; an elderly woman,a female executive; 2 elderly women,2 elderly women; a female executive,a female executive,2 elderly women,1,2,AllComparisons,,
